year,month,day,gender,births
1980,6,5608,M,5608
1980,7,5608,M,5608
1987,3,5608,M,5608
1983,12,5609,M,5609
1980,8,5610,M,5610
1987,2,5610,M,5610
1988,11,5610,M,5610
1981,12,5611,M,5611
1985,5,5611,M,5611
1985,6,5611,M,5611
1987,5,5611,M,5611
1969,7,5612,M,5612
1969,8,5612,M,5612
1980,8,5612,M,5612
1984,7,5612,M,5612
1986,6,5612,M,5612
1982,11,5613,M,5613
1980,12,5615,M,5615
1969,12,5616,M,5616
1970,2,5616,M,5616
1970,10,5616,M,5616
1985,11,5616,M,5616
1986,10,5616,M,5616
1987,5,5616,M,5616
1987,6,5616,M,5616
1988,11,5616,M,5616
1983,7,5617,M,5617
1985,5,5617,M,5617
1985,11,5617,M,5617
1986,12,5617,M,5617
1988,4,5617,M,5617
1969,8,5618,M,5618
1980,8,5618,M,5618
1981,10,5618,M,5618
1983,7,5618,M,5618
1985,6,5618,M,5618
1987,4,5618,M,5618
1988,2,5618,M,5618
1979,9,5619,M,5619
1986,3,5619,M,5619
1986,4,5619,M,5619
1987,2,5619,M,5619
1987,8,5619,M,5619
1969,8,5620,M,5620
1969,10,5620,M,5620
1982,8,5620,M,5620
1985,11,5620,M,5620
1986,4,5620,M,5620
1986,6,5620,M,5620
1988,11,5620,M,5620
1985,4,5621,M,5621
1981,7,5622,M,5622
1988,2,5622,M,5622
1988,3,5622,M,5622
1988,1,5623,M,5623
1988,5,5623,M,5623
1971,3,5624,M,5624
1982,8,5624,M,5624
1986,10,5624,M,5624
1987,3,5624,M,5624
1987,11,5624,M,5624
1980,8,5625,M,5625
1986,3,5625,M,5625
1988,12,5625,M,5625
1969,11,5626,M,5626
1982,10,5626,M,5626
1988,4,5626,M,5626
1987,11,5627,M,5627
1970,8,5628,M,5628
1980,8,5628,M,5628
1982,11,5628,M,5628
1983,8,5628,M,5628
1984,10,5628,M,5628
1987,11,5628,M,5628
1982,7,5629,M,5629
1971,10,5630,M,5630
1980,10,5631,M,5631
1984,7,5631,M,5631
1969,7,5632,M,5632
1970,10,5632,M,5632
1970,12,5632,M,5632
1980,8,5632,M,5632
1983,9,5632,M,5632
1987,5,5632,M,5632
1979,8,5633,M,5633
1983,7,5633,M,5633
1970,7,5634,M,5634
1971,1,5634,M,5634
1971,8,5634,M,5634
1980,8,5634,M,5634
1982,7,5634,M,5634
1981,9,5635,M,5635
1985,6,5635,M,5635
1970,7,5636,M,5636
1988,3,5636,M,5636
1970,11,5638,M,5638
1986,3,5638,M,5638
1984,7,5639,M,5639
1986,5,5639,M,5639
1970,6,5640,M,5640
1970,11,5640,M,5640
1979,10,5640,M,5640
1980,7,5640,M,5640
1987,12,5640,M,5640
1981,8,5641,M,5641
1982,7,5641,M,5641
1983,8,5641,M,5641
1984,10,5641,M,5641
1986,6,5641,M,5641
1988,3,5641,M,5641
1970,12,5642,M,5642
1984,6,5642,M,5642
1986,5,5642,M,5642
1987,4,5642,M,5642
1981,9,5643,M,5643
1970,7,5644,M,5644
1980,7,5644,M,5644
1988,12,5644,M,5644
1983,9,5645,M,5645
1988,11,5645,M,5645
1969,9,5646,M,5646
1970,8,5646,M,5646
1979,9,5646,M,5646
1983,9,5646,M,5646
1988,5,5646,M,5646
1988,12,5646,M,5646
1969,9,5648,M,5648
1970,7,5648,M,5648
1981,12,5648,M,5648
1982,10,5648,M,5648
1987,12,5648,M,5648
1987,2,5649,M,5649
1987,1,5650,M,5650
1985,6,5651,M,5651
1986,11,5651,M,5651
1981,10,5652,M,5652
1985,10,5652,M,5652
1985,10,5652,M,5652
1988,3,5652,M,5652
1982,8,5653,M,5653
1969,12,5654,M,5654
1981,7,5654,M,5654
1986,2,5654,M,5654
1982,8,5655,M,5655
1984,8,5655,M,5655
1986,10,5655,M,5655
1987,11,5655,M,5655
1988,5,5656,M,5656
1980,9,5657,M,5657
1982,8,5657,M,5657
1969,11,5658,M,5658
1984,8,5658,M,5658
1985,5,5658,M,5658
1982,6,5659,M,5659
1983,8,5659,M,5659
1988,2,5659,M,5659
1988,4,5659,M,5659
1980,7,5661,M,5661
1986,4,5661,M,5661
1986,6,5661,M,5661
1971,1,5662,M,5662
1988,4,5662,M,5662
1983,7,5663,M,5663
1986,10,5663,M,5663
1987,10,5663,M,5663
1982,6,5664,M,5664
1985,11,5664,M,5664
1987,10,5664,M,5664
1987,10,5664,M,5664
1985,4,5665,M,5665
1970,12,5666,M,5666
1981,9,5666,M,5666
1986,3,5667,M,5667
1969,7,5668,M,5668
1970,8,5668,M,5668
1970,10,5668,M,5668
1982,7,5668,M,5668
1984,10,5668,M,5668
1987,4,5668,M,5668
1987,5,5668,M,5668
1985,6,5669,M,5669
1986,3,5669,M,5669
1987,4,5670,M,5670
1988,1,5670,M,5670
1981,8,5671,M,5671
1985,5,5671,M,5671
1980,7,5672,M,5672
1983,5,5672,M,5672
1985,11,5672,M,5672
1986,3,5672,M,5672
1980,9,5673,M,5673
1981,7,5673,M,5673
1983,9,5673,M,5673
1983,12,5673,M,5673
1985,2,5673,M,5673
1988,3,5673,M,5673
1982,8,5674,M,5674
1988,5,5674,M,5674
1983,8,5675,M,5675
1988,3,5675,M,5675
1981,7,5676,M,5676
1981,7,5677,M,5677
1983,8,5677,M,5677
1984,8,5677,M,5677
1987,4,5677,M,5677
1987,8,5677,M,5677
1988,4,5677,M,5677
1984,11,5678,M,5678
1982,7,5679,M,5679
1970,9,5680,M,5680
1986,12,5680,M,5680
1984,9,5681,M,5681
1985,7,5681,M,5681
1987,2,5681,M,5681
1988,2,5681,M,5681
1988,4,5681,M,5681
1969,8,5682,M,5682
1970,7,5682,M,5682
1971,1,5682,M,5682
1981,6,5682,M,5682
1984,10,5682,M,5682
1987,12,5682,M,5682
1980,7,5683,M,5683
1986,12,5683,M,5683
1987,4,5683,M,5683
1988,1,5683,M,5683
1969,9,5684,M,5684
1971,2,5684,M,5684
1981,7,5684,M,5684
1981,8,5684,M,5684
1970,11,5686,M,5686
1982,10,5686,M,5686
1987,11,5686,M,5686
1981,9,5687,M,5687
1987,6,5687,M,5687
1983,8,5688,M,5688
1984,10,5688,M,5688
1981,12,5689,M,5689
1983,9,5689,M,5689
1985,10,5689,M,5689
1986,5,5689,M,5689
1987,10,5689,M,5689
1988,4,5689,M,5689
1982,9,5690,M,5690
1984,10,5690,M,5690
1987,6,5690,M,5690
1988,11,5690,M,5690
1983,7,5691,M,5691
1985,10,5691,M,5691
1969,8,5692,M,5692
1979,9,5692,M,5692
1981,8,5692,M,5692
1982,8,5692,M,5692
1986,3,5692,M,5692
1988,3,5692,M,5692
1983,9,5693,M,5693
1981,9,5694,M,5694
1970,10,5696,M,5696
1988,1,5696,M,5696
1988,4,5696,M,5696
1980,9,5697,M,5697
1984,8,5697,M,5697
1988,2,5697,M,5697
1970,9,5698,M,5698
1971,9,5698,M,5698
1980,7,5698,M,5698
1980,9,5698,M,5698
1980,7,5699,M,5699
1985,7,5699,M,5699
1970,11,5700,M,5700
1970,12,5700,M,5700
1980,7,5700,M,5700
1981,7,5700,M,5700
1984,8,5700,M,5700
1986,6,5700,M,5700
1983,6,5701,M,5701
1981,8,5702,M,5702
1984,7,5702,M,5702
1984,7,5702,M,5702
1980,9,5703,M,5703
1984,10,5703,M,5703
1987,10,5703,M,5703
1980,9,5704,M,5704
1982,6,5704,M,5704
1982,10,5704,M,5704
1987,5,5705,M,5705
1987,11,5705,M,5705
1970,10,5706,M,5706
1981,9,5706,M,5706
1982,8,5706,M,5706
1983,10,5706,M,5706
1987,4,5707,M,5707
1980,9,5708,M,5708
1988,11,5708,M,5708
1980,7,5709,M,5709
1986,10,5709,M,5709
1988,1,5709,M,5709
1970,8,5710,M,5710
1982,7,5710,M,5710
1986,5,5710,M,5710
1985,5,5711,M,5711
1987,10,5711,M,5711
1983,8,5712,M,5712
1981,8,5713,M,5713
1983,7,5713,M,5713
1988,11,5713,M,5713
1988,11,5713,M,5713
1988,12,5713,M,5713
1980,10,5714,M,5714
1983,9,5714,M,5714
1987,11,5714,M,5714
1988,2,5714,M,5714
1985,3,5715,M,5715
1985,10,5715,M,5715
1985,11,5715,M,5715
1987,12,5715,M,5715
1980,9,5716,M,5716
1981,9,5716,M,5716
1985,7,5716,M,5716
1985,4,5717,M,5717
1970,11,5718,M,5718
1971,8,5718,M,5718
1984,8,5718,M,5718
1979,9,5719,M,5719
1983,8,5719,M,5719
1988,12,5719,M,5719
1979,9,5720,M,5720
1981,9,5720,M,5720
1981,10,5720,M,5720
1983,7,5720,M,5720
1988,3,5720,M,5720
1984,7,5721,M,5721
1984,8,5721,M,5721
1970,9,5722,M,5722
1986,5,5722,M,5722
1987,6,5722,M,5722
1984,7,5723,M,5723
1970,11,5724,M,5724
1983,7,5724,M,5724
1985,5,5724,M,5724
1983,6,5725,M,5725
1983,7,5725,M,5725
1983,9,5726,M,5726
1980,9,5727,M,5727
1987,4,5727,M,5727
1971,8,5728,M,5728
1971,9,5728,M,5728
1983,8,5728,M,5728
1984,8,5728,M,5728
1983,7,5729,M,5729
1984,8,5729,M,5729
1985,8,5729,M,5729
1986,6,5729,M,5729
1987,3,5729,M,5729
1987,5,5729,M,5729
1988,1,5729,M,5729
1988,11,5729,M,5729
1970,7,5730,M,5730
1982,8,5730,M,5730
1982,10,5730,M,5730
1984,7,5730,M,5730
1985,4,5730,M,5730
1987,3,5731,M,5731
1970,7,5732,M,5732
1970,8,5732,M,5732
1980,9,5732,M,5732
1981,8,5732,M,5732
1987,8,5733,M,5733
1984,7,5734,M,5734
1985,6,5734,M,5734
1986,4,5734,M,5734
1982,8,5735,M,5735
1986,8,5735,M,5735
1988,12,5735,M,5735
1982,7,5736,M,5736
1983,7,5736,M,5736
1985,5,5736,M,5736
1985,10,5736,M,5736
1987,3,5736,M,5736
1988,4,5736,M,5736
1981,9,5737,M,5737
1982,9,5737,M,5737
1982,9,5738,M,5738
1987,11,5738,M,5738
1988,2,5738,M,5738
1980,8,5739,M,5739
1986,5,5739,M,5739
1987,4,5739,M,5739
1984,12,5741,M,5741
1987,11,5741,M,5741
1986,10,5742,M,5742
1987,6,5742,M,5742
1987,11,5742,M,5742
1982,9,5743,M,5743
1984,6,5743,M,5743
1985,6,5743,M,5743
1985,7,5743,M,5743
1986,8,5743,M,5743
1987,6,5744,M,5744
1988,10,5744,M,5744
1981,7,5745,M,5745
1970,8,5746,M,5746
1984,2,5747,M,5747
1988,6,5747,M,5747
1984,10,5749,M,5749
1986,11,5749,M,5749
1988,2,5749,M,5749
1988,4,5749,M,5749
1984,9,5750,M,5750
1985,6,5750,M,5750
1983,8,5751,M,5751
1986,7,5751,M,5751
1986,8,5751,M,5751
1986,9,5751,M,5751
1969,9,5752,M,5752
1986,12,5752,M,5752
1981,8,5753,M,5753
1988,6,5753,M,5753
1970,7,5754,M,5754
1980,8,5754,M,5754
1985,5,5754,M,5754
1987,6,5754,M,5754
1988,5,5754,M,5754
1982,10,5755,M,5755
1987,11,5755,M,5755
1981,8,5757,M,5757
1971,9,5758,M,5758
1980,8,5758,M,5758
1970,8,5760,M,5760
1982,10,5760,M,5760
1986,2,5760,M,5760
1988,2,5760,M,5760
1986,9,5761,M,5761
1981,7,5762,M,5762
1983,9,5762,M,5762
1987,3,5762,M,5762
1981,9,5763,M,5763
1984,10,5763,M,5763
1988,5,5763,M,5763
1981,8,5764,M,5764
1981,9,5764,M,5764
1983,9,5764,M,5764
1987,10,5764,M,5764
1988,2,5765,M,5765
1982,9,5766,M,5766
1986,12,5766,M,5766
1988,1,5767,M,5767
1988,12,5767,M,5767
1969,7,5768,M,5768
1985,8,5768,M,5768
1985,7,5769,M,5769
1986,7,5769,M,5769
1986,11,5769,M,5769
1988,4,5770,M,5770
1981,7,5771,M,5771
1982,10,5771,M,5771
1982,8,5773,M,5773
1987,5,5773,M,5773
1987,6,5774,M,5774
1988,11,5774,M,5774
1988,10,5776,M,5776
1986,8,5777,M,5777
1988,5,5777,M,5777
1987,7,5778,M,5778
1981,9,5779,M,5779
1985,8,5779,M,5779
1982,7,5780,M,5780
1983,7,5780,M,5780
1981,7,5781,M,5781
1984,9,5781,M,5781
1970,11,5782,M,5782
1988,4,5782,M,5782
1982,9,5783,M,5783
1988,6,5784,M,5784
1982,7,5785,M,5785
1986,6,5785,M,5785
1987,10,5785,M,5785
1980,9,5786,M,5786
1983,12,5786,M,5786
1986,8,5786,M,5786
1987,12,5786,M,5786
1988,5,5786,M,5786
1985,4,5787,M,5787
1985,12,5787,M,5787
1988,10,5787,M,5787
1985,5,5788,M,5788
1986,7,5788,M,5788
1987,10,5788,M,5788
1987,4,5789,M,5789
1988,4,5789,M,5789
1985,8,5790,M,5790
1987,5,5790,M,5790
1987,8,5790,M,5790
1988,4,5791,M,5791
1970,9,5792,M,5792
1970,12,5792,M,5792
1987,5,5792,M,5792
1983,9,5793,M,5793
1982,8,5794,M,5794
1987,5,5794,M,5794
1984,10,5795,M,5795
1987,7,5795,M,5795
1969,9,5796,M,5796
1970,10,5796,M,5796
1982,7,5796,M,5796
1970,7,5798,M,5798
1970,7,5798,M,5798
1970,12,5798,M,5798
1984,7,5799,M,5799
1985,7,5800,M,5800
1981,8,5801,M,5801
1982,7,5801,M,5801
1985,7,5801,M,5801
1986,6,5801,M,5801
1987,9,5801,M,5801
1987,11,5802,M,5802
1980,7,5803,M,5803
1981,12,5803,M,5803
1987,10,5803,M,5803
1988,5,5803,M,5803
1986,7,5804,M,5804
1985,11,5805,M,5805
1986,3,5806,M,5806
1985,4,5807,M,5807
1986,7,5807,M,5807
1981,8,5808,M,5808
1985,9,5808,M,5808
1985,6,5809,M,5809
1987,8,5809,M,5809
1969,7,5810,M,5810
1980,9,5811,M,5811
1982,9,5811,M,5811
1987,5,5811,M,5811
1986,7,5812,M,5812
1981,9,5814,M,5814
1986,12,5814,M,5814
1984,8,5815,M,5815
1985,12,5815,M,5815
1986,7,5816,M,5816
1988,10,5816,M,5816
1988,11,5816,M,5816
1984,8,5817,M,5817
1970,8,5818,M,5818
1970,12,5818,M,5818
1982,7,5818,M,5818
1986,5,5818,M,5818
1987,10,5818,M,5818
1988,3,5819,M,5819
1988,5,5819,M,5819
1985,7,5820,M,5820
1987,3,5820,M,5820
1988,10,5820,M,5820
1981,8,5821,M,5821
1987,8,5821,M,5821
1984,7,5822,M,5822
1986,7,5823,M,5823
1986,6,5824,M,5824
1982,8,5825,M,5825
1987,4,5825,M,5825
1982,7,5826,M,5826
1982,8,5827,M,5827
1987,8,5827,M,5827
1970,9,5828,M,5828
1985,8,5828,M,5828
1987,10,5828,M,5828
1988,11,5828,M,5828
1980,8,5830,M,5830
1982,8,5831,M,5831
1985,7,5831,M,5831
1988,12,5831,M,5831
1987,10,5832,M,5832
1969,9,5834,M,5834
1970,8,5834,M,5834
1981,9,5834,M,5834
1982,7,5835,M,5835
1970,9,5836,M,5836
1970,11,5836,M,5836
1981,8,5836,M,5836
1985,2,5837,M,5837
1985,8,5837,M,5837
1988,6,5837,M,5837
1985,8,5838,M,5838
1981,8,5839,M,5839
1985,7,5839,M,5839
1985,6,5840,M,5840
1988,10,5840,M,5840
1987,8,5841,M,5841
1987,11,5841,M,5841
1988,12,5841,M,5841
1983,9,5842,M,5842
1984,10,5842,M,5842
1985,5,5842,M,5842
1988,2,5842,M,5842
1985,10,5843,M,5843
1970,9,5844,M,5844
1987,7,5844,M,5844
1988,10,5844,M,5844
1984,8,5845,M,5845
1987,8,5846,M,5846
1981,8,5847,M,5847
1987,3,5847,M,5847
1980,9,5848,M,5848
1981,8,5849,M,5849
1986,9,5849,M,5849
1971,8,5850,M,5850
1982,7,5851,M,5851
1987,10,5851,M,5851
1987,10,5851,M,5851
1988,5,5851,M,5851
1988,12,5852,M,5852
1986,10,5853,M,5853
1987,6,5853,M,5853
1985,8,5854,M,5854
1986,8,5854,M,5854
1981,7,5855,M,5855
1985,12,5855,M,5855
1985,10,5856,M,5856
1987,5,5856,M,5856
1980,9,5857,M,5857
1988,3,5857,M,5857
1970,9,5858,M,5858
1987,5,5858,M,5858
1984,9,5859,M,5859
1969,8,5860,M,5860
1984,10,5861,M,5861
1988,12,5861,M,5861
1984,8,5862,M,5862
1987,7,5862,M,5862
1983,9,5863,M,5863
1970,7,5864,M,5864
1982,9,5864,M,5864
1985,7,5864,M,5864
1988,6,5864,M,5864
1980,9,5865,M,5865
1987,6,5865,M,5865
1988,10,5865,M,5865
1970,9,5866,M,5866
1985,6,5866,M,5866
1986,5,5866,M,5866
1988,5,5866,M,5866
1986,7,5869,M,5869
1981,7,5870,M,5870
1985,8,5870,M,5870
1987,6,5870,M,5870
1970,9,5872,M,5872
1985,8,5872,M,5872
1987,8,5872,M,5872
1986,7,5873,M,5873
1987,7,5873,M,5873
1970,9,5874,M,5874
1982,9,5874,M,5874
1987,6,5875,M,5875
1988,5,5875,M,5875
1970,12,5878,M,5878
1986,6,5878,M,5878
1980,8,5879,M,5879
1987,7,5879,M,5879
1987,11,5879,M,5879
1982,9,5880,M,5880
1988,5,5880,M,5880
1985,10,5881,M,5881
1970,8,5882,M,5882
1988,11,5882,M,5882
1984,8,5883,M,5883
1985,7,5883,M,5883
1986,10,5883,M,5883
1970,6,5884,M,5884
1982,9,5884,M,5884
1987,6,5884,M,5884
1984,9,5885,M,5885
1984,9,5885,M,5885
1985,7,5886,M,5886
1988,3,5886,M,5886
1982,8,5888,M,5888
1988,3,5888,M,5888
1988,10,5888,M,5888
1985,7,5889,M,5889
1986,10,5889,M,5889
1984,12,5890,M,5890
1984,8,5891,M,5891
1985,9,5891,M,5891
1982,9,5892,M,5892
1985,7,5892,M,5892
1987,10,5892,M,5892
1988,6,5892,M,5892
1988,6,5892,M,5892
1983,9,5893,M,5893
1985,5,5893,M,5893
1985,7,5893,M,5893
1985,9,5893,M,5893
1988,5,5893,M,5893
1986,9,5894,M,5894
1986,8,5895,M,5895
1987,12,5895,M,5895
1988,12,5895,M,5895
1982,8,5897,M,5897
1988,11,5897,M,5897
1985,8,5898,M,5898
1986,12,5898,M,5898
1984,7,5899,M,5899
1986,7,5899,M,5899
1985,9,5900,M,5900
1984,8,5901,M,5901
1987,8,5901,M,5901
1980,9,5902,M,5902
1981,7,5902,M,5902
1985,7,5902,M,5902
1984,8,5903,M,5903
1987,9,5905,M,5905
1981,9,5906,M,5906
1987,12,5906,M,5906
1986,7,5907,M,5907
1987,12,5907,M,5907
1981,9,5908,M,5908
1982,8,5909,M,5909
1988,5,5909,M,5909
1985,12,5912,M,5912
1987,8,5912,M,5912
1987,6,5915,M,5915
1981,9,5918,M,5918
1985,6,5918,M,5918
1987,6,5918,M,5918
1988,10,5918,M,5918
1985,8,5920,M,5920
1982,9,5922,M,5922
1985,8,5923,M,5923
1988,6,5923,M,5923
1971,9,5924,M,5924
1984,8,5925,M,5925
1985,12,5925,M,5925
1987,6,5925,M,5925
1969,8,5926,M,5926
1986,8,5927,M,5927
1981,8,5928,M,5928
1987,8,5928,M,5928
1985,8,5929,M,5929
1987,7,5929,M,5929
1988,5,5929,M,5929
1984,8,5930,M,5930
1986,8,5930,M,5930
1987,8,5930,M,5930
1988,10,5930,M,5930
1986,7,5931,M,5931
1987,6,5931,M,5931
1988,6,5931,M,5931
1984,8,5932,M,5932
1985,10,5932,M,5932
1970,7,5934,M,5934
1984,10,5935,M,5935
1985,8,5936,M,5936
1986,7,5936,M,5936
1988,7,5936,M,5936
1981,9,5937,M,5937
1986,10,5938,M,5938
1970,9,5940,M,5940
1987,8,5940,M,5940
1986,7,5941,M,5941
1970,7,5942,M,5942
1982,6,5942,M,5942
1986,12,5942,M,5942
1987,6,5942,M,5942
1987,8,5942,M,5942
1982,9,5943,M,5943
1987,7,5943,M,5943
1987,7,5943,M,5943
1985,12,5944,M,5944
1987,8,5944,M,5944
1988,12,5944,M,5944
1980,7,5945,M,5945
1984,7,5946,M,5946
1988,10,5946,M,5946
1986,7,5947,M,5947
1986,8,5947,M,5947
1988,6,5947,M,5947
1987,8,5949,M,5949
1970,9,5952,M,5952
1984,8,5953,M,5953
1984,9,5953,M,5953
1986,8,5953,M,5953
1985,9,5955,M,5955
1986,8,5955,M,5955
1988,6,5955,M,5955
1982,7,5956,M,5956
1986,8,5956,M,5956
1988,6,5956,M,5956
1985,8,5957,M,5957
1986,5,5957,M,5957
1980,12,5958,M,5958
1981,7,5960,M,5960
1985,8,5960,M,5960
1987,4,5960,M,5960
1987,5,5961,M,5961
1970,8,5962,M,5962
1987,9,5962,M,5962
1982,7,5963,M,5963
1986,7,5963,M,5963
1987,9,5964,M,5964
1980,9,5965,M,5965
1987,7,5965,M,5965
1987,7,5965,M,5965
1988,7,5965,M,5965
1982,9,5966,M,5966
1987,7,5968,M,5968
1984,9,5970,M,5970
1984,9,5970,M,5970
1988,11,5970,M,5970
1985,8,5971,M,5971
1986,5,5971,M,5971
1986,7,5971,M,5971
1987,9,5971,M,5971
1970,3,5972,M,5972
1984,7,5972,M,5972
1988,6,5972,M,5972
1988,7,5973,M,5973
1988,8,5974,M,5974
1988,8,5978,M,5978
1988,10,5978,M,5978
1970,12,5980,M,5980
1987,9,5980,M,5980
1982,7,5981,M,5981
1987,7,5981,M,5981
1970,12,5982,M,5982
1986,8,5982,M,5982
1988,7,5983,M,5983
1988,10,5984,M,5984
1986,9,5986,M,5986
1985,9,5987,M,5987
1988,11,5987,M,5987
1984,12,5988,M,5988
1986,9,5988,M,5988
1988,12,5989,M,5989
1982,8,5990,M,5990
1987,9,5990,M,5990
1986,7,5991,M,5991
1986,9,5991,M,5991
1988,10,5992,M,5992
1987,8,5993,M,5993
1988,11,5997,M,5997
1982,9,5998,M,5998
1982,9,5999,M,5999
1982,9,6000,M,6000
1984,9,6005,M,6005
1988,8,6006,M,6006
1987,8,6007,M,6007
1984,9,6011,M,6011
1970,8,6012,M,6012
1986,6,6013,M,6013
1985,9,6015,M,6015
1988,6,6015,M,6015
1984,8,6016,M,6016
1987,9,6016,M,6016
1986,9,6019,M,6019
1981,7,6020,M,6020
1987,6,6020,M,6020
1987,7,6023,M,6023
1986,8,6026,M,6026
1984,9,6027,M,6027
1987,7,6028,M,6028
1985,10,6029,M,6029
1986,8,6031,M,6031
1988,10,6031,M,6031
1985,8,6032,M,6032
1984,9,6033,M,6033
1986,8,6033,M,6033
1986,9,6035,M,6035
1987,6,6036,M,6036
1988,11,6036,M,6036
1985,7,6037,M,6037
1985,9,6037,M,6037
1987,9,6046,M,6046
1986,8,6048,M,6048
1987,10,6049,M,6049
1987,12,6051,M,6051
1988,4,6054,M,6054
1980,9,6055,M,6055
1970,9,6056,M,6056
1985,9,6056,M,6056
1986,9,6056,M,6056
1981,8,6057,M,6057
1988,8,6057,M,6057
1985,7,6060,M,6060
1985,8,6060,M,6060
1986,8,6062,M,6062
1988,7,6062,M,6062
1987,12,6063,M,6063
1988,12,6065,M,6065
1986,9,6066,M,6066
1988,6,6066,M,6066
1986,8,6067,M,6067
1986,9,6069,M,6069
1985,7,6070,M,6070
1988,11,6072,M,6072
1988,6,6074,M,6074
1985,7,6075,M,6075
1988,10,6079,M,6079
1985,9,6080,M,6080
1985,9,6084,M,6084
1984,7,6085,M,6085
1982,9,6087,M,6087
1988,9,6088,M,6088
1985,9,6089,M,6089
1987,5,6091,M,6091
1986,9,6095,M,6095
1987,9,6095,M,6095
1988,12,6095,M,6095
1982,9,6097,M,6097
1970,9,6098,M,6098
1988,7,6099,M,6099
1987,7,6100,M,6100
1970,12,6102,M,6102
1988,6,6103,M,6103
1987,5,6105,M,6105
1970,7,6106,M,6106
1987,8,6107,M,6107
1986,8,6108,M,6108
1988,9,6108,M,6108
1987,9,6109,M,6109
1985,7,6111,M,6111
1970,12,6112,M,6112
1988,5,6112,M,6112
1985,8,6113,M,6113
1987,7,6113,M,6113
1970,9,6114,M,6114
1988,5,6114,M,6114
1988,8,6114,M,6114
1987,10,6117,M,6117
1984,7,6119,M,6119
1970,9,6120,M,6120
1988,8,6120,M,6120
1987,12,6121,M,6121
1982,9,6125,M,6125
1988,7,6125,M,6125
1987,7,6127,M,6127
1970,9,6132,M,6132
1987,9,6132,M,6132
1987,7,6133,M,6133
1988,7,6133,M,6133
1986,7,6134,M,6134
1988,7,6134,M,6134
1988,8,6134,M,6134
1986,9,6135,M,6135
1988,9,6136,M,6136
1970,8,6138,M,6138
1985,8,6138,M,6138
1984,8,6139,M,6139
1985,9,6139,M,6139
1988,9,6140,M,6140
1988,6,6142,M,6142
1970,9,6146,M,6146
1984,9,6152,M,6152
1984,9,6161,M,6161
1986,7,6162,M,6162
1988,8,6162,M,6162
1987,9,6163,M,6163
1984,9,6164,M,6164
1970,9,6166,M,6166
1985,9,6166,M,6166
1985,9,6168,M,6168
1988,5,6172,M,6172
1986,9,6174,M,6174
1987,6,6177,M,6177
1988,8,6177,M,6177
1987,9,6189,M,6189
1988,6,6196,M,6196
1988,8,6196,M,6196
1988,8,6198,M,6198
1984,9,6199,M,6199
1985,9,6199,M,6199
1988,6,6199,M,6199
1970,12,6202,M,6202
1985,9,6205,M,6205
1988,10,6205,M,6205
1970,7,6208,M,6208
1988,9,6208,M,6208
1988,8,6209,M,6209
1987,7,6217,M,6217
1988,7,6218,M,6218
1987,9,6220,M,6220
1985,9,6221,M,6221
1988,8,6221,M,6221
1984,9,6223,M,6223
1986,9,6223,M,6223
1987,9,6224,M,6224
1986,9,6225,M,6225
1988,8,6225,M,6225
1985,9,6232,M,6232
1987,9,6235,M,6235
1988,9,6235,M,6235
1988,9,6243,M,6243
1969,12,6244,M,6244
1970,12,6244,M,6244
1987,9,6249,M,6249
1988,8,6249,M,6249
1984,9,6250,M,6250
1988,8,6251,M,6251
1987,9,6252,M,6252
1987,9,6253,M,6253
1988,6,6255,M,6255
1988,7,6256,M,6256
1988,8,6258,M,6258
1988,7,6267,M,6267
1988,7,6274,M,6274
1988,8,6275,M,6275
1988,6,6283,M,6283
1988,8,6288,M,6288
1986,7,6292,M,6292
1988,9,6295,M,6295
1988,9,6295,M,6295
1988,7,6297,M,6297
1988,9,6314,M,6314
1985,9,6315,M,6315
1988,8,6315,M,6315
1988,9,6317,M,6317
1988,9,6318,M,6318
1987,12,6322,M,6322
1986,9,6323,M,6323
1988,7,6323,M,6323
1988,9,6329,M,6329
1988,8,6332,M,6332
1986,12,6337,M,6337
1988,12,6343,M,6343
1988,7,6345,M,6345
1986,9,6352,M,6352
1988,8,6352,M,6352
1986,9,6370,M,6370
1988,8,6370,M,6370
1988,7,6375,M,6375
1986,9,6379,M,6379
1988,9,6398,M,6398
1988,9,6402,M,6402
1988,7,6417,M,6417
1988,7,6418,M,6418
1988,9,6419,M,6419
1988,9,6469,M,6469
1987,9,6471,M,6471
1988,9,6473,M,6473
1988,9,6474,M,6474
1970,9,6480,M,6480
1988,9,6482,M,6482
1988,9,6519,M,6519
1988,7,6527,M,6527
1997,2,0,M,149536
1995,2,0,M,150879
1998,2,0,M,152641
1999,2,0,M,152660
1989,2,0,M,154047
1994,2,0,M,154175
1996,2,0,M,154683
2001,2,0,M,155259
2002,2,0,M,155627
1993,2,0,M,156378
2003,2,0,M,157384
1997,11,0,M,157395
1996,11,0,M,158058
1991,2,0,M,158163
1995,4,0,M,158447
2005,2,0,M,158754
1995,11,0,M,159181
1990,2,0,M,159915
1998,11,0,M,160161
1996,4,0,M,160256
1997,4,0,M,160935
1996,1,0,M,161007
1999,11,0,M,161062
1995,12,0,M,161136
1992,2,0,M,161410
2004,2,0,M,161598
1995,1,0,M,161749
1993,11,0,M,162072
1997,1,0,M,162091
2000,4,0,M,162495
1994,4,0,M,162778
2000,2,0,M,162997
1999,4,0,M,163007
2002,11,0,M,163200
1994,11,0,M,163252
1996,6,0,M,163267
1989,4,0,M,163432
1999,1,0,M,163440
